0,1,2,3,4,5
"Lenovo UXIN IdeaPad Gaming 3 Laptop (AMD Ryzen 5 4600H/8GB/1TB HDD/4GB Nvidia GeForce GTX 1650 Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Free upgrade to Windows 11* when available, 8GB, Windows 10,1 tb hard drive,65990
"Lenovo KYIN IdeaPad Slim 3i Laptop (11th Gen Intel Core i5-1135G7/8GB/512GB SSD/Intel Iris Xe Graphics/Windows 10/MSO/Full HD), 35.6 cm (14 inch)",Free upgrade to Windows 11* when available, 8GB, Windows 10,512 gb ssd,62999
"Lenovo 8DIN IdeaPad Gaming 3i Laptop (10th Gen Intel Core i5-10300H/8GB/1TB HDD/4GB Nvidia GeForce GTX 1650 Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Free upgrade to Windows 11* when available, 8GB,,,60990
"HP 13-ay0046AU Convertible Laptop (AMD Ryzen 7-4700U/16GB/512GB SSD/Windows 10/MSO/Full HD), 33.8 cm (13.3 inch)",Octa Core AMD Ryzen 7-4700U Processor, 16 GB, Windows 10,512 gb ssd,99999
"AVITA A2INC44A-CR Essential Laptop (Intel Celeron N4020/4GB/256GB SSD/Intel UHD Graphics 600/Windows 10/FHD), 35.56 cm (14 inch)",Intel Celeron N4020 Processor, 4GB, Windows 10,256 gb ssd,22999
"Microsoft Surface Laptop Go (10th Gen Intel Core i5-1035G1/8GB/256GB SSD/Intel UHD Graphics/Windows 10), 31.49 cm (12.4 inch), THJ-00023",Free upgrade to Windows 11* when available, 8 GB,,256 gb ssd,88999
"HP 15-eg1000TU Pavilion Laptop (11th Gen Intel Core i5-1155G7/8GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/Full HD), 39.6 cm (15.6 inch)",11th Gen Intel Core i5-1155G7 Processor, 8 GB, Windows 11,512 gb ssd,61499
"HP 13-BE0208AU Pavilion Aero Laptop (AMD Ryzen 7 5800U/16GB/1TB SSD/AMD Radeon Graphics/Windows 11/MSO/WUXGA), 33.78 cm (13.3 inch)",AMD Ryzen 7 5800U Processor, 16 GB, Windows 11,1 tb ssd,84999
"HP 4s-fq1083AU Laptop (AMD Ryzen 7 5700U/8GB/512GB SSD/AMD Radeon Graphics/Windows 10/MSO/Full HD), 35.6 cm (14 inch)",AMD Ryzen 7 5700U Processor, 8 GB, Windows 10,512 gb ssd,57499
"Lenovo 75IN IdeaPad Slim 3 Pro Laptop (11th Gen Intel Core i5-1135G716GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/Full HD), 35.56 cm (14 inch)",11th Gen Intel Core i5-1135G7 Processor, 16 GB, Windows 11,512 gb ssd,62999
"Lenovo 93IN IdeaPad 3 Laptop (10th Gen Intel Core i3-10110U/8GB/256GB SDD/ /Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",10th Gen Intel Core i3-10110U Processor, 8 GB, Windows 11,256 gb sdd,32990
"Asus EK562WS Laptop (10th Gen Intel Core i3-1005G1/8GB + 32GB Intel Optane/512GB SSD/Intel UHD Graphics/Windows 11/MSO/Full HD), 35.56 cm (14 inch)",10th Gen Intel Core i3-1005G1 Processor, 8 GB + 32 GB Intel Optane, Windows 11,512 gb ssd,32990
"Microsoft Surface Laptop Go (10th Gen Intel Core i5-1035G1/8GB/128GB SSD/Intel UHD Graphics/Windows 10), 31.49 cm (12.4 inch), THH-00023",Free upgrade to Windows 11* when available, 8GB, Windows 10,128gb ssd,69999
HP 15s-du3060TX Laptop (11th Gen Intel Core i5-1135G7/8GB/1TB SATA HDD/NVIDIA GeForce MX350/Windows 10 Home 64 Plus Single Language/MSO/FHD)39.6 cm (15.6 inch),Free upgrade to Windows 11* when available, 8GB, Windows 10,1 tb hdd,39999
"Lenovo Legion 5 Pro 16ITH6H Laptop (11th Gen Intel Core i7-11800H/16GB/1TB SSD/NVIDIA GeForce RTX 3060 6GB/Windows 11 Home/MSO), 82JD005KIN, 40.64 cm (16 inch)",Intel Core i7-11800H Processor, 16GB, Windows 11 Home,1tb ssd,134990
"Lenovo BPIN IdeaPad 5 Laptop (11th Gen Intel Core i5-1135G7/8GB/1TB HDD + 256GB PCIe-SSD/2GB Nvidia GeForce MX450/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Free upgrade to Windows 11* when available, 8GB, Windows 10,1 tb + 256 gb hybrid,74990
"HP 15s-DR3500TX Laptop (11th Gen Intel Core i5-1135G7/8GB/512GB PCIe-SSD/2GB Nvidia GeForce MX350 Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Free upgrade to Windows 11* when available, 8GB, Windows 10,,60499
"HP 14s-DR2016TU Laptop (11th Gen Intel Core i5-1135G7/8GB/512GB PCIe-SSD/Intel Iris Xe Graphics/Windows 10/MSO/FHD), 35.6 cm (14 inch)",11th Gen Quad Core Intel Core i5 Processor, 8 GB, Windows 10,512 gb ssd,58499
"Asus HN256T TUF Gaming F15 Gaming Laptop (10th Gen Intel Core i5-10300H/16GB/512GB SSD/4GB Nvidia GeForce GTX 1650 Graphics/Windows 10/FHD), 39.62 cm (15.6 inch)",Free upgrade to Windows 11* when available, 16GB, Windows 10,512 gb ssd,66999
"Lenovo KLIN IdeaPad Slim 3i Laptop (11th Gen Intel Core i3-1115G4/8GB/256GB SSD/Intel UHD Graphics/Windows 10/MSO/FHD), 35.56 cm (14 inch)",Free upgrade to Windows 11* when available, 8GB, Windows 10,,42990
"Acer SF314-510G Swift 3 Laptop (11th Gen Intel Core i5-1135G7/16GB + 32GB Optane/512GB SSD/4GB Intel Iris X Max Graphics/Windows 10/MSO/FHD), 35.56 cm (14 inch)",Intel Core i5-1135G7 11th Gen Processor, 16 GB + 32 GB Intel Optane, Windows 10,512 gb ssd,65999
"HP Firefly G7 ZBook Laptop (10th Gen Intel Core i5-10210U/16 GB/1TB SSD/Intel UHD Graphics/Windows 10/FHD), 39.6 cm (15.6 inch)",10th Gen Quad-core Intel Core i5-10210U  Processor, 16 GB, Windows 10,1 tb ssd,86849
"HP Firefly G7 ZBook Laptop (10th Gen Intel Core i5-10210U/16 GB/1TB SSD/Intel UHD Graphics/Windows 10/FHD), 35.6 cm (14 inch)",10th Gen Quad-core Intel Core i5-10210U Processor, 16 GB, Windows 10,1 tb ssd,83699
"Apple MYD82HNA MacBook Pro (Apple M1 Chip/8GB/256GB SSD/macOS Big Sur/Retina), 33.78 cm (13.3 inch)",Octa-core Apple M1 Chip Processor, 8GB, MacOS,256 gb ssd,109999
"Lenovo BQIN IdeaPad 5 Laptop (11th Gen Intel Core i5-1135G7/8GB/1TB HDD + 256GB PCIe-SSD/Intel Iris Xe Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Free upgrade to Windows 11* when available, 8 GB, Windows 10,1 tb + 256 gb hybrid,66990
"HP 15s-du3563TU Laptop (Intel Core i3-1125G4 11th Gen/8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/HD), 39.6 cm (15.6 inch)",Intel Core i3-1125G4 11th Gen Processor, 8 GB, Windows 11,512 gb ssd,39999
"Lenovo IdeaPad Gaming 3 Laptop (11th Gen Intel Core i5-11320H/8 GB/512 GB SSD/4 GB RTX 3050/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i5-11320H Quad-Core, 8 GB, Windows 11 Home,512 gb ssd,64990
"Asus ExpertBook B9 (B9450FA) Laptop (10th Gen Intel Core i7-10510U/16GB/1TB/Intel UHD Graphics 620/Windows 10 Pro/MSO/LCD), 35.56 cm (14 inch)",Free upgrade to Windows 11* when available,,,,167999
"Asus ExpertBook P1 (P1440FA) Laptop (10th Gen Intel Core i3-10110U/4GB/1TB/Intel UHD Graphics 620/Windows 10 Pro/MSO/LCD), 35.56 cm (14 inch)",Free upgrade to Windows 11* when available, 4 GB, Windows 10,1 tb hard drive,45999
"HP 13-ay0045AU Envy x360 Laptop (AMD Ryzen R5 4500U/8GB/512GB SSD/AMD Radeon Graphics/Windows 10/MSO/FHD), 33.78 cm (13.3 inch)",Hexa-core AMD Ryzen R5 4500U Processor, 8 GB, Windows 10,512 gb ssd,74999
"HP 13-ba0003TU Envy Laptop (10th Gen Intel Core i5-1035G1/8GB/512GB SSD/Intel UHD Graphics/Windows 10/MSO/FHD), 33.8 cm (13.3 inch)",Quad-core Intel Core i5-1035G1 10th Gen Processor, 8 GB, Windows 10,512 gb ssd,71999
"HP Firefly G7 ZBook Laptop (10th Gen Intel Core i7-10510U/32 GB/1TB SSD/4GB Nvidia Quadro P520 Graphics/Windows 10/FHD), 35.6 cm (14 inch)",35.6 cm (14 inch) Full HD Display,,,,119699
"Asus EB372WS VivoBook 14 Laptop (11th Gen Intel Core i3-1115G4/8GB/1TB HDD + 256GB SSD/Integrated Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",11th Gen Intel Core i3-1115G4 Processor, 8GB, Windows 11,1tb hdd + 256gb ssd ssd,38990
"Asus EB502WS Laptop (11th Gen Intel Core i5-1135G7/8GB/256GB SSD/Windows 11/MSO/FHD), 35.56 cm (14 inch)",11th Gen Intel Core i5-1135G7 Processor, 8GB, Windows 11,256 gb ssd,42990
"Asus LQ122WS Vivobook 13 Slate Laptop (Intel Pentium Silver N6000/4GB/128GB eMMC/Intel UHD Graphics/Windows 11/MSO/OLED), 33.78 cm (13.3 inch)",Intel Pentium Silver N6000 Processor, 4GB, Windows 11 Home,128 gb emmc,27990
"Dell 5518 Inspiron 15 Laptop (11th Gen Intel Core i5-11320H/16GB/512GB SSD/Integrated Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Generation Intel Core i5-11320H Processor, 16GB, Windows 11,512gb ssd,66799
"Lenovo 94IN IdeaPad Flex 5 Convertible Laptop (11th Gen-Intel Core i3-1115G4/8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",11th Gen Intel Core i3-1115G4 Processor, 8 GB, Windows 11,512 gb ssd,57299
"Dell 5518 Inspiron 15 Laptop (11th Gen Intel Core i5-11300H/16GB/512GB SSD/2GB NVIDIA GeForce MX450 Graphics/Windows 10/MSO/FHD),39.62 cm (15.6 inch)",11th Generation Intel Core i5-11300H Processor, 16GB, Windows 10,512gb ssd,77499
"AVITA A8INF561 Liber V14 Laptop (10th Gen Intel Core i5-10210U/8GB/512GB SSD/Intel UHD 620 Graphics/Windows 10/FHD), 35.56 cm (14 inch)",10th Gen Intel Core i5-10210U, 8GB, Windows 10,,48999
"Asus BV301T Laptop (10th Gen Intel Core i3-10110U/4GB/1TB Hard Drive/Intel HD 520 Graphics/Windows 10/HD), 35.56 cm (14 inch)",10th Gen Intel Core i3-10110U Processor, 4 GB, Windows 10,1 tb hard drive,24990
"Lenovo D1IN IdeaPad 5 Pro Laptop (AMD Ryzen 7 5800U/16GB/1TB SSD/AMD Radeon Graphics/Windows 11/MSO), 35.56 cm (14 inch)",AMD Ryzen 7 5800U Processor, 16 GB, Windows 11,1 tb ssd,84990
"Lenovo HWIN Yoga 7 Convertible Laptop (11th Gen Intel Core i7-1165G7/16GB/512GB SSD/Intel Iris Xe Graphics /Windows 11/MSO/Full HD), 35.56 cm (14 inch)",11th Gen Intel Core i7-1165G7 Processor, 16 GB, Windows 11,512 gb ssd,104990
"Asus K513EA-L502TS Laptop (Intel Core i5-1135G7/8GB/1 TB + 256 GB SSD/Intel Iris XE Graphics/Windows 10 Home/MSO/FHD), 39.62 cm (15.6 inch)",Intel Core i5-1135G7 Processor, 8GB, Windows 10 Home,1 tb + 256 gb ssd,58990
Dell 3511 Inspiron 15 (11th Gen Intel Core i3-1116G4/ 8GB/ 1TB HDD / Windows 11 / MSO/FHD  39.62 cm (15.6 inch),11th Gen Intel Core i3-1116G4 Processor, 8GB, Windows 11,1tb hdd,32999
"Microsoft TFN-00013 Surface Pro 7+ Convertible Laptop (11th Gen Intel Core i5-11300H/8GB/128GB SSD/Intel Iris Xe Graphics/Windows 11),31.24 cm (12.3 inches)",11th Gen Intel Core i5-11300H Processor, 8GB, Windows 11,,82990
"Dell Vostro 3405 Laptop (AMD Ryzen 3 3250U/8GB/1TB HDD/‎AMD Radeon Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",AMD Ryzen 3 3250U Processor, 8GB, Windows 11,1 tb hdd,33749
"Dell 3511 Inspiron 15 Laptop (11th Gen Intel Core i3-1155G4/8GB/256GB SSD/Integrated Intel Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i3-1155G4 Processor, 8 GB, Windows 11,256 gb ssd,33999
"Dell 3511 Inspiron 15 Laptop (11th Gen Intel Core i3-1115G4/8GB/1TB + 256GB Hybrid/Integrated Graphics/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",11th Gen Intel Core i3-1115G4 Processor, 8 GB, Windows 11,1 tb + 256 gb hybrid,48749
"Asus AU521WS Laptop (11th Gen Intel Core i5-1135G7/16GB/512GB SSD/Intel Iris Xe Graphics/Window 11/MSO/FHD), 43.94 cm (17.3 inch)",11th Gen Intel Core i5-1135G7 Processor, 16GB, Windows 11,512 gb ssd,47990
"HP 15-ec1025AX Pavilion Gaming Laptop (AMD Ryzen 5 4600H/8GB/512GB SSD/4GB Nvidia GeForce GTX 1650Ti Graphics/Windows 10/FHD), 39.62 cm (15.6 inch)",AMD Ryzen 5 4600H Processor, 8GB, Windows 10,512 gb ssd,60499
"Dell Vostro 3400 Laptop (11th Gen Intel Core i5-1135G7/8GB/1TB HDD/Intel UHD Graphics/Windows 10 Home/FHD), 35.56 cm (14 inch)",11th Generation Intel Core i5-1135G7 Processor, 8GB, Windows 10 Home,1tb hard drive,47749
"Lenovo 4DIN IdeaPad 5 Laptop (11th Gen Intel Core i5-1135G7/16GB/512GB SSD/Intel Iris Xe Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Intel Core i5-1135G7 Processor, 16GB, Windows 10 Home 64,512 gb ssd,63999
"Lenovo 0AIN Yoga 7 Laptop (AMD Ryzen 7 5800U/16GB/512GB SSD/AMD Radeon Graphics/Windows 10/MSO/FHD), 35.56 cm (14 inch)",AMD Ryzen 7 5800U Processor, 16GB, Windows 10 Home 64,512 gb ssd,98990
"Lenovo 07WIN Legion 5 Laptop (Intel Core i7-11800H/16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050 Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Intel Core i7-11800H Processor, 16GB, Windows 10 Home 64,512 gb ssd,102990
"Lenovo DWIN IdeaPad 3 Laptop (11th Gen Intel Core i5-1135G7/8GB/512GB SSD/Intel Iris Xe Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",Intel Core i5-1135G7 Processor, 8GB, Windows 10 Home 64,512 gb ssd,58990
"Lenovo 8AIN IdeaPad 5 Laptop (111th Gen Intel Core i5-1135G7/16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",111th Gen Intel Core i5-1135G7 Processor, 16GB, Windows 11,512 gb ssd,64499
"Lenovo 59IN IdeaPad Flex 5 Convertible (11th Gen Intel Core i7-1165G7/16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",11th Gen Intel Core i7-1165G7 Processor, 16 GB, Windows 11,512 gb ssd,89990
"Dell 3511 Inspiron 15 (11th Gen Intel Core i5-1135G7/8GB/1TB HDD+ 256GB SSD/Integrated Intel Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",AMD Ryzen 5 3450U Mobile Processor, 8GB, Windows 11,256gb ssd,58499
"Asus HZ084TS ROG Zephyrus G14 Gaming Laptop (AMD Ryzen 7 4800HS/8GB/512GB SSD/4GB Nvidia GeForce GTX 1650 Graphics/Windows 10/MSO/Full HD), 35.56 cm (14 inch)",AMD Ryzen 7 4800HS Processor, 8 GB, Windows 10,512 gb ssd,74999
"Lenovo B0IN Ideapad 3 Laptop (10th Gen Intel Core i3-10110U/8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",10th Gen Intel Core i3-10110U Processor, 8GB, Windows 11,512 gb ssd,36980
"HP ay1038a Envy 13 Convertible Laptop (AMD Ryzen 5 5600U/16GB/512GB SSD/Radeon/Windows 11/MSO/FHD), 33.8 cm (13.3 inch)",AMD Ryzen 5 5600U Processor, 16 GB, Windows 11,512 gb ssd,84999
"HP 14s-ef1000tu Laptop (11th Gen-Intel Core i3-1115G4/8GB/512GB SSD/UHD Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",11th Gen Intel Core i3-1115G4 Processor, 8GB, Windows 11,512 gb ssd,37999
"Asus EJ312WS Laptop (11th Gen-Intel Core i3-1115G4/8GB/256GB SSD/UHD Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen-Intel Core i3-1115G4 Processor, 8 GB, Windows 11,256 gb ssd,32990
"HP 15-DU3517TU Laptop (11th Gen-Intel Core i5-1135G7/8GB/512GB SSD/Iris Xe Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i5-1135G7 Processor, 8 GB, Windows 11,512 gb ssd,55999
"MSI Modern 14 B10MW Laptop (Intel 10th Gen Core i3-10110U/4GB/256GB SSD/Intel UHD Graphics/Windows 10 Home/FHD), 35.56 cm (14 inch) - Modern 14 B10MW-660IN",Free upgrade to Windows 11* when available, 4GB (upgradable up to 32GB), Windows 10,256 gb ssd,24999
"Dell 3400 Vostro Laptop (11th Gen Intel Core i5-1135G7/8GB/1TB HDD + 256GB SSD/Integrated Intel Graphics/Windows 11/MSO/FHD), 35.56 cm (14 inch)",11th Gen Intel Core i5-1135G7 Processor, 8 GB, Windows 11,1 tb + 256 gb hybrid,56099
"Dell Inspiron 15 3511 Laptop (11th Gen Intel Core i5-1135G7/16GB/512GB SSD/Integrated Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i5-1135G7 Processor, 16GB, Windows 11,512 gb ssd,65799
"Dell Vostro 3400 Laptop (11th Gen Intel Core i3-1115G4/8GB/1TB HDD/Intel UHD Graphics/Windows 10 Home/FHD), 35.56 cm (14 inch)",11th Generation Intel Core i3-1115G4 Processor, 8GB, Windows 10 Home,1tb hard drive,38749
"AVITA PURA E NS14A6ING541 Laptop (AMD A6-9220e/8GB/256GB SSD/AMD Graphics/Windows 10/FHD), 35.56 cm (14 inch), Grey",AMD A6-9220E Processor, 8GB, Windows 10,256 gb ssd,25999
"Dell 3515 Inspiron 15 (AMD Ryzen 5 3450U/8GB/256GB SSD/AMD Radeon Vega 8 Graphic/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",AMD Ryzen 5 3450U Processor, 8GB, Windows 11,256gb ssd,43549
"Dell 3511 Inspiron 15 (11th Gen Intel Core i3-1115G4 Processor/8GB/256GB SSD/Intel UHD Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i7-1165G7 Processor, 16GB, Windows 10,1tb ssd,36749
"Dell 3511 Inspiron 15 (11th Gen Intel Core i5-1135G7/8GB/512GB SSD/Integrated Intel Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i5-1135G7 Processor, 8GB, Windows 11,512gb ssd,59999
"Lenovo 56IN IdeaPad 3 Laptop (11th Gen Intel Core i5-1135G7/8GB/256 GB SSD/Intel Iris Xe Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i5-1135G7 Processor, 8 GB, Windows 10,256 gb ssd,52990
"HP 16-e0075AX Victus Gaming Laptop (AMD Ryzen 5 5600H Processor/8 GB/512 GB SSD/4GB Nvidia GeForce GTX 1650 Graphics/Windows 10/MSO/Full HD), 40.9 cm (16.1 inch)",AMD Ryzen 5 5600H Processor, 8 GB, Windows 10,512 gb ssd,62497
"HP 13-BE0206AU Pavilion Aero Laptop (AMD Ryzen 5 5600H Processor/16 GB/512 GB SSD/AMD Radeon Graphics/Windows 11/MSO/WUXGA), 33.8 cm (13.3 inch)",AMD Ryzen 5 5600H Processor, 16 GB, Windows 11,512 gb ssd,67499
"Dell 3511 Inspiron 15 Standard Laptop (11th Gen Intel Core i5-1135G7 Processor/8GB/256GB SSD/Intel Iris Xe Graphics/Windows 10/MSO/FHD), 39.62 cm (15.6 inch)",39.62 cm (15.6 inch) Full HD Display,,,,50499
"Dell 3511 Inspiron 15 Standard Laptop (11th Gen Intel Core i5-1135G7 Processor/8GB/256GB + 1TB Hybrid/Intel Iris Xe Graphics/Windows 10MSO/FHD), 39.62 cm (15.6 inch)",39.62 cm (15.6 inch) Full HD Display,,,,59499
"HP 14-eb0021TX Envy Gaming Laptop (11th Gen Intel Core i7-1165G7/16GB/1TB SSD/4GB Nvidia GeForce GTX 1650Ti Graphics/Windows 10/MSO/WUXGA), 35.6 cm (14 inch)",11th Gen Intel Core i7-1165G7 Processor, 16GB, Windows 10,1 tb ssd,120199
"HP 14-eb0019TX Envy Gaming Laptop (11th Gen Intel Core i5-1135G7/16GB/512GB SSD/4GB Nvidia GeForce GTX 1650Ti Graphics/Windows 10/MSO/WUXGA), 35.6 cm (14 inch)",11th Gen Intel Core i5-1135G7 Processor, 16GB, Windows 10,512 gb ssd,97999
"Asus BV311T VivoBook 14 Laptop (10th Gen Intel Core i3-10110U/8GB/1TB HDD/Windows 10/HD), 35.56 cm (14 inch)",10th Gen Intel Core i3-10110U Processor, 8GB, Windows 10,1 tb hdd,25990
"Asus L303WS Laptop (11th Gen Intel Core i3-1115G4/8GB/256GB SSD/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",11th Gen Intel Core i3-1115G4  Processor, 8GB, Windows 11,256 gb ssd,42990
"Lenovo FBIN Ideapad Slim 3 Laptop (11th-Intel Core i3-1115G4/8GB/256GB SSD/Intel UHD Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i3-1115G4 Processor, 8GB, Windows 11,256 gb ssd,36990
"Lenovo 95IN Ideapad 1 Laptop (Intel Celeron N4020/4GB/256GB SSD/Intel UHD Graphics/Windows 11/MSO/HD), 29.46 cm (11.6 inch)","Intel Celeron N4020 (2C / 2T, 1.1 / 2.8GHz, 4MB) Processor", 4GB, Windows 11 Home,256 gb ssd,25980
"MSI Modern 14 B10MW Laptop (Intel 10th Gen Core i5-10210U/8GB/512GB SSD/Intel UHD Graphics/Windows 10 Home/FHD), 35.56 cm (14 inch) - Modern 14 B10MW-639IN",Free upgrade to Windows 11* when available, 8GB, Windows 10,512 gb ssd,44999
"Lenovo IdeaPad Flex 5 Laptop (12th Gen Intel Core i5-1235U/16 GB/512 GB SSD/Windows 11 Home/MSO/WUXGA), 35.56 cm (14 Inch)",Intel Core i5-1235U, 16 GB, Windows 11 Home,512 gb ssd,74990
"Lenovo DCIN IdeaPad 5 Pro Laptop (11th Gen Intel Core i5-1135G7/16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/2.2K), 35.56 cm (14 inch)",11th Gen Intel Core i5-1135G7 Processor, 16 GB, Windows 11,512 gb ssd,73990
"Lenovo DWIN IdeaPad 3 Laptop (11th Gen Intel Core i3-1115G4/8GB/256GB SSD/Intel UHD Graphics/Windows 11/MSO/Full HD), 35.56 cm (14 inch)",11th Gen Intel Core i3-1115G4 Processor, 8 GB, Windows 11,256 gb ssd,33990
"Lenovo W2IN IdeaPad Flex 5 Convertible Laptop (11th Gen Intel Core i3-1115G4 /8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/Full HD), 35.56 cm (14 inch)",Intel Core i3-1115G4 Processor, 8GB, Windows 11,512 gb ssd,59990
"Dell 3515 Inspiron 15 Laptop (AMD Ryzen 5 3450U/8GB/256GB SSD/AMD Radeon Vega Graphics/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",AMD Ryzen 5 3450U Processor, 8GB, Windows 11,512 gb ssd,42999
"Lenovo ADIN IdeaPad Slim 5 Laptop (AMD Ryzen 7-5700U/8GB/512GB SSD/AMD Radeon/Windows 10/MSO/Full HD), 35.56 cm (14 inch)",AMD Ryzen 7 5700U Processor, 8GB, Windows 10,512 gb ssd,65990
"HP 14-ea0538TU Spectre x360 Convertible Laptop (11th Gen Intel Core i5-1135G7/16GB/512GB SSD/Windows 10/MSO/WUXGA+), 34.3 cm (13.5 inch)",11th Gen Intel Core i5-1135G7 Processor, 16GB, Windows 10,512 gb ssd,104999
"HP 15-EC2150AX Pavilion Gaming Laptop (AMD Ryzen 5-5600H/8GB/512GB SSD/4GB Nvidia GeFroce GTX 1650 Graphics/Windows 11/Full HD), 39.62 cm (15.6 inch)",AMD Ryzen 5-5600H Processor, 8GB, Windows 11,512 gb ssd,59997
"Asus ROG Zephyrus G14 Gaming Laptop (AMD Ryzen 9-5900HS/16GB/1TB SSD/4GB Nvidia GeForce RTX 3050Ti Graphics/Windows 10/MSO/WQHD), 35.56 cm (14 inch)",AMD Ryzen 9-5900HS Processor, 16GB, Windows 10,1 tb ssd,99990
"Apple Z11C MacBook Pro (Apple M1 Chip/16 GB/512 GB SSD/macOS Big Sur/Retina), 33.74 cm (13.3 inch) (Z11C0007L)",Apple M1 Chip 8-Core, 16 GB, MacOS Big Sur,,162900
"Asus HN084WS ROG Strix G15 (2022) G513 Gaming Laptop (AMD Ryzen 7 6800H/16GB/1TB SSD/4GB/NVIDIA GeForce RTX 3050/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",AMD Ryzen7-6800H Processor, 16 GB, Window 11,1 tb ssd,97990
"Asus EJ3381WS VivoBook 15 Thin & Light Laptop (11th Gen Intel Core i3-1115G4/8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen-Intel Core i3-1115G4 Processor, 8 GB, Windows 11,512 gb ssd,35990
Asus KN542WS ZenBook Flip 14 2-in-1 Laptop (13th Gen-Intel Core i5-1340P/16GB RAM/512 GB SSD /Windows 11/ MSO/OLED WQ+) 35.56 cm (14 inch),13th Gen Intel Core i5-1340P Processor, 16 GB, Windows 11,512 gb ssd,109990
Asus KN742WS ZenBook Flip 14 2-in-1 Laptop (13th Gen-Intel Core i7-1360P/16GB RAM/512 GB SSD /Windows 11/ MSO/OLED WQ+) 35.56 cm (14 inch),13th Gen Intel Core i7-1360P Processor, 16 GB, Windows 11,512 gb ssd,124990
Asus NJ321WS VivoBook Go Thin and Light Laptop (13th Gen Intel Core i3-N305/8GB RAM/512 GB SSD/Windows 11/MSO/FHD) 39.62 cm (15.6 inch),13th Gen Intel Core i5-1340P Processor, 8 GB, Windows 11,512 gb ssd,40990
Asus MA953WS VivoBook Thin and Light Laptop (13th Gen-Intel Core i9-13900H/16 GB RAM/1TB/Windows 11/MSO/OLED) 39.62 cm (15.6 inch),13th Gen-Intel Core i9-13900H Processor, 16 GB, Windows 11,1tb ssd,109990
"HP 16-d0302TX Victus Gaming Laptop (11th Generation Intel Core i5-11400H/8GB/512GB SSD/4 GB/NVIDIA GeForce GTX 1650 Graphics/Windows 11/Full HD), 40.9 cm (16.1 Inch)",11th Gen Intel Core i5-11400H, 8 GB, Windows 11,512gb ssd,60999
"HP 14-DQ2606TU Laptop (11th Generation Intel Core i3-1125G4/8GB/512GB SSD/Intel UHD Graphics/Windows 11/Full HD), 35.6 cm (14 Inch)",11th Gen Intel Core i3-1125G4 Processor, 8 GB, Windows 11,512gb ssd,39999
"Samsung Galaxy Book2 Pro Laptop (Intel EVO 12th Gen i5 Processor/16 GB RAM/512 GB/Intel Iris Xe Graphics/Windows 11 Home), 33.78 cm (13.3 inch), Silver",33.78cm (13.3 inch) FHD AMOLED Display,,,,98990
